token	modality	description	chapter
110410	ydelse	Progesterone,P	Laboratory
110411	ydelse	PSA,P	Laboratory
110413	ydelse	Prolactin,P	Laboratory
110415	ydelse	Promyelocytes,B	Laboratory
110416	ydelse	Protein,P	Laboratory
110420	ydelse	Rest	Laboratory
110425	ydelse	Rheumatoid factor igm	Laboratory
110426	ydelse	Rubella IgG,P	Laboratory
110432	ydelse	Insulin-like growths	Laboratory
110438	ydelse	Somatom. IGFBP3	Laboratory
110441	ydelse	Syphilis test for grave	Laboratory
110443	ydelse	Thyr.stim.hormone	Laboratory
110444	ydelse	Erythrocyt-Ab (irreg	Laboratory
110454	ydelse	Thyroid-as.	Laboratory
110455	ydelse	Thyroxine (t4)	Laboratory
110457	ydelse	T4,free,P	Laboratory
110463	ydelse	Transferrin,P	Laboratory
110464	ydelse	Troponin I,P	Laboratory
110467	ydelse	Triglyceride,P	Laboratory
110469	ydelse	Triglyceride,P(fPt)	Laboratory
110470	ydelse	T3 reaction	Laboratory
110472	ydelse	T3,free,P	Laboratory
110473	ydelse	T3,total,P	Laboratory
110475	ydelse	Unclassified,B	Laboratory
110476	ydelse	Urate,P	Laboratory
110479	ydelse	Valproate	Laboratory
110485	ydelse	Vitamin E,P	Laboratory
110491	ydelse	Zinc	Laboratory
110498	ydelse	Various tests	Laboratory
110499	ydelse	Herlev miscellaneous	Laboratory
110506	ydelse	Albumin/Crea,U	Laboratory
110547	ydelse	Cylinder	Laboratory
110547	ydelse	Cylinders	Laboratory
110569	ydelse	Glucose(stix),U	Laboratory
110575	ydelse	U-haemoglobin	Laboratory
110584	ydelse	HCG, P/U	Laboratory
110609	ydelse	Magnesium	Laboratory
110613	ydelse	Methyl ketones,U	Laboratory
110622	ydelse	Nitrite,U	Laboratory
110643	ydelse	U-protein(stix)	Laboratory
110760	ydelse	Gluc.tol.0 min	Laboratory
110761	ydelse	Gluc.tol.120 min	Laboratory
110762	ydelse	Lac.be.gluc 0min	Laboratory
110763	ydelse	Lac.be.gluc15min	Laboratory
110764	ydelse	Lac.be.gluc30min	Laboratory
110766	ydelse	Gluc.be.lake60,kB	Laboratory
110801	ydelse	Blood in faeces 1	Laboratory
110802	ydelse	Blood in faeces 2	Laboratory
110908	ydelse	Daytime BP measurement	Laboratory
110923	ydelse	EEG with sleep curve	Laboratory
110935	ydelse	Prick test, stand.	Laboratory
110936	ydelse	Prick test, spec.	Laboratory
110995	ydelse	Ssi miscellaneous us.	Laboratory
111112	ydelse	Staphylococcus aureus, upper	Laboratory
111114	ydelse	Staphylococcus aureus, urinary	Laboratory
111119	ydelse	Pus etc., culture o	Laboratory
111126	ydelse	Gardnerella vaginali	Laboratory
111134	ydelse	Common bact. us. (norma	Laboratory
111175	ydelse	Intestinal pathogenic bacteria	Laboratory
111183	ydelse	Bordetella, cultured	Laboratory
111187	ydelse	Acute gast. pos.	Laboratory
111188	ydelse	T.p.b. st. analysis	Laboratory
111192	ydelse	Chlam.comp.bind.tes	Laboratory
111261	ydelse	Mycoplasma pneumonia	Laboratory
111274	ydelse	Persistent diarrhoea	Laboratory
111276	ydelse	Traveller's diarrhoea	Laboratory
111290	ydelse	Whooping cough bacteria	Laboratory
111295	ydelse	Mycobacteria, micro	Laboratory
111302	ydelse	Vaginal swabs	Laboratory
111330	ydelse	Skin fungi microscopy	Laboratory
111333	ydelse	Pityrosporum/malasse	Laboratory
111338	ydelse	Yeast and mould	Laboratory
111343	ydelse	Skin fungi, cultivation	Laboratory
111349	ydelse	Yeast fungi	Laboratory
111350	ydelse	Res. (1) agents for	Laboratory
111354	ydelse	Foot/nail: cultivation	Laboratory
111382	ydelse	Dermatophytes	Laboratory
111425	ydelse	Influenza A + B virus	Laboratory
111458	ydelse	Hepatitis B virus e	Laboratory
111480	ydelse	Sample prep. for viruses	Laboratory
111481	ydelse	Papillomavirus (DNA	Laboratory
111483	ydelse	Adenovirus (DNA)	Laboratory
111492	ydelse	Rotavirus antigen i	Laboratory
111495	ydelse	Heb.b.virus (HBsAG)	Laboratory
111497	ydelse	Rotavirus in acute ga	Laboratory
111504	ydelse	Malaria parasites	Laboratory
111507	ydelse	Enterobius vermicul	Laboratory
111520	ydelse	Parasites microscope	Laboratory
111523	ydelse	Parasite (Cyst+Sleeve	Laboratory
111527	ydelse	Parasites from pers	Laboratory
111528	ydelse	Parasites from travelling	Laboratory
111536	ydelse	Dientamoeba fragili	Laboratory
111540	ydelse	Intestinal protozoa, PCR	Laboratory
111603	ydelse	Leptospira antibody	Laboratory
111606	ydelse	S. Enteriditis and T	Laboratory
111607	ydelse	Yersinia enterocolitis	Laboratory
111611	ydelse	Gonococcal antibody	Laboratory
111622	ydelse	Chlamydia antibody	Laboratory
111623	ydelse	Coxiella burnetii a	Laboratory
111624	ydelse	Diphtheriae toxin-a	Laboratory
111625	ydelse	Tetanus toxin antibody	Laboratory
111630	ydelse	Streptococcus antis	Laboratory
111631	ydelse	Mononucleosis (Paul	Laboratory
111649	ydelse	Syphilis and HIV anti	Laboratory
111650	ydelse	Syphilis antibodies	Laboratory
111652	ydelse	Standard Test Syphilis(s)	Laboratory
111665	ydelse	Campylobact.Ab,P	Laboratory
111669	ydelse	Syphilis screening of	Laboratory
111672	ydelse	Chlam. psittaci (CK	Laboratory
111674	ydelse	Reactive Arthritis/Ta	Laboratory
111691	ydelse	Pneumococcal antibody	Laboratory
111696	ydelse	Acute gast. + coli p	Laboratory
111800	ydelse	Poliovirus type 1,2	Laboratory
111815	ydelse	HIV 1+2 antibody	Laboratory
111831	ydelse	Influenza, adeno- &	Laboratory
111834	ydelse	Morbilli-as	Laboratory
111836	ydelse	Mumps virus-antibody	Laboratory
111853	ydelse	Herpes simplex virus	Laboratory
111865	ydelse	VZV/HHV3 antibody (	Laboratory
111869	ydelse	Rubella virus antibody	Laboratory
111873	ydelse	Bartonella antibody	Laboratory
111875	ydelse	Parvovirus B-19 antibody	Laboratory
111876	ydelse	Rubella IgG infecti	Laboratory
111883	ydelse	Hepatitis b virus	Laboratory
111919	ydelse	Toxoplasma, Elisa G	Laboratory
111925	ydelse	Toxoplasma gondii a	Laboratory
111929	ydelse	Schistosoma	Laboratory
111930	ydelse	Cryptosporid Ab	Laboratory
111932	ydelse	Malaria, ifat, igg	Laboratory
111933	ydelse	Entamoeba histolytic	Laboratory
112100	ydelse	Rheumatoid factor (IgM)	Laboratory
112101	ydelse	Rheumatoid factor (IgA)	Laboratory
112103	ydelse	dsDNA antibody (IgG	Laboratory
112104	ydelse	ENA (U1RNP/Sm) anti	Laboratory
112107	ydelse	Nuclear antigen anti	Laboratory
112112	ydelse	Parietal cell antist	Laboratory
112120	ydelse	Thyroid antibody	Laboratory
112141	ydelse	ANCA (IgG) screenin	Laboratory
112150	ydelse	Antibody against ssa (ro	Laboratory
112159	ydelse	Keratin antibody Ig	Laboratory
112199	ydelse	IgM RF in Symmetric	Laboratory
112200	ydelse	Triple-screening f/m	Laboratory
112204	ydelse	Trisomy-related s	Laboratory
112229	ydelse	Parasitological examination	Laboratory
112312	ydelse	Human chorion	Laboratory
112315	ydelse	Testosterone in serum	Laboratory
112316	ydelse	Prolactin (prl) in serum	Laboratory
112317	ydelse	17-hydroxyprogestero	Laboratory
112319	ydelse	Estradiol	Laboratory
112320	ydelse	Progesterone in serum	Laboratory
112321	ydelse	Fsh and lh combined	Laboratory
112322	ydelse	@strogen status	Laboratory
112323	ydelse	Androgen status	Laboratory
112409	ydelse	CA-125	Laboratory
112421	ydelse	Foetopoietin (AFP)	Laboratory
112445	ydelse	MCM6 gene (lactose in	Laboratory
112504	ydelse	Neonatal screening	Laboratory
112507	ydelse	Free B-Carnitine	Laboratory
112902	ydelse	Carbohydrate deficiency	Laboratory
112907	ydelse	Immunoglobulin subclade	Laboratory
112910	ydelse	Mannose-binding proteins	Laboratory
112938	ydelse	Calprotectin	Laboratory
113009	ydelse	Hepatitis b ab	Laboratory
113018	ydelse	Carbamide	Laboratory
113038	ydelse	Pregnancy week	Laboratory
113039	ydelse	Rhesus-as.week 35	Laboratory
113040	ydelse	Blood type irre.as	Laboratory
113083	ydelse	HbA1c,B	Laboratory
113092	ydelse	CCP Ab,P	Laboratory
113114	ydelse	Chlamydia, slide	Laboratory
113119	ydelse	Ery Vol Varia,B	Laboratory
113130	ydelse	M-component	Laboratory
113131	ydelse	Glucose>gn.(max)	Laboratory
113132	ydelse	Rubella confirm.	Laboratory
113138	ydelse	Not sampled	Laboratory
113140	ydelse	Mononucleosis test 0-1	Laboratory
113142	ydelse	EBV-IgM(0-1-2),P	Laboratory
113143	ydelse	Ebv igg (0-1-2)	Laboratory
113145	ydelse	Retic-mch,b	Laboratory
113150	ydelse	Haematology comm.	Laboratory
113164	ydelse	Helico.breathpr.1	Laboratory
113164	ydelse	Hystero-salpingography	Laboratory
113165	ydelse	Helico.breathpr.2	Laboratory
113173	ydelse	Bilirubin conj,P	Laboratory
113174	ydelse	DNA Ab,P	Laboratory
113175	ydelse	Saline 0.9% , 1 m	Laboratory
113191	ydelse	Cancer antigen 125	Laboratory
113195	ydelse	Testosterone (measured),P	Laboratory
113224	ydelse	Semen examination	Laboratory
113421	ydelse	Electrocardiography [	Laboratory
113422	ydelse	Echocardiography	Laboratory
113423	ydelse	Event-recording	Laboratory
113452	ydelse	EEG with sleep curve	Laboratory
113456	ydelse	Lung f.u.bron.	Laboratory
113457	ydelse	Pulmonary f/f/e bron.	Laboratory
113460	ydelse	Labour lung function test	Laboratory
113461	ydelse	Standard prick test (1	Laboratory
113462	ydelse	Prick test guinea pig only	Laboratory
113474	ydelse	Working ECG	Laboratory
113475	ydelse	ECG12	Laboratory
113520	ydelse	Mackerel Ab IgE	Laboratory
113533	ydelse	Kiwi fruit	Laboratory
113535	ydelse	Chaetomium globosum	Laboratory
113542	ydelse	Pumpkin Ab IgE	Laboratory
113547	ydelse	Mouse urine protein-as	Laboratory
113552	ydelse	Mycobacteria environment	Laboratory
113557	ydelse	Isavuconazole serum	Laboratory
113559	ydelse	Yersinia Ab,P	Laboratory
113562	ydelse	Parasitemic,F	Laboratory
113569	ydelse	Pregnancy-US	Laboratory
113594	ydelse	Amylase, panc. type,P	Laboratory
113596	ydelse	Antenatal RhD, DNA(P	Laboratory
113598	ydelse	Viral marker before fertilisation	Laboratory
113599	ydelse	Erythrocyte-Ab group	Laboratory
113803	ydelse	Hepatitis b ag	Laboratory
113825	ydelse	Sex hormone binding	Laboratory
113896	ydelse	Homocysteine,P	Laboratory
113907	ydelse	Semen-as	Laboratory
113973	ydelse	Syphil.screen,P	Laboratory
113975	ydelse	U-bact.culture.trip	Laboratory
113978	ydelse	Toxoplasma.Ab,P	Laboratory
113981	ydelse	Parvovirus B-19 ant	Laboratory
113987	ydelse	Mycoplasma Ab,P	Laboratory
114117	ydelse	Haemophilus influenza	Laboratory
114284	ydelse	Hepatitis A & B vaccine	Laboratory
114303	ydelse	Hepatitis b vaccine	Laboratory
115002	ydelse	House dust mite	Laboratory
115003	ydelse	Cat IgE,P	Laboratory
115005	ydelse	Dog epithelium	Laboratory
115006	ydelse	Guinea pig skin	Laboratory
115007	ydelse	Budgerigar epithelium	Laboratory
115008	ydelse	Rabbit	Laboratory
115009	ydelse	Hamster epithelium	Laboratory
115010	ydelse	Feather (e70,85,86,89)-	Laboratory
115011	ydelse	goat white IgE,P	Laboratory
115012	ydelse	Cow milk IgE,P	Laboratory
115013	ydelse	Wheat	Laboratory
115015	ydelse	Rice	Laboratory
115016	ydelse	Soybean IgE,P	Laboratory
115017	ydelse	Tomato	Laboratory
115018	ydelse	Orange	Laboratory
115019	ydelse	Egg yolk IgE,P	Laboratory
115020	ydelse	Gluten	Laboratory
115021	ydelse	K>dpanel	Laboratory
115022	ydelse	N>dpanel	Laboratory
115023	ydelse	Fish and shellfish	Laboratory
115024	ydelse	Grain panel	Laboratory
115025	ydelse	B>nutrition	Laboratory
115027	ydelse	Cereal panel IgE,P	Laboratory
115028	ydelse	Bee venom IgE,P	Laboratory
115031	ydelse	Alternar. tenius	Laboratory
115033	ydelse	Hazelnut Ab IgE	Laboratory
115034	ydelse	Gr Bynke IgE,P	Laboratory
115035	ydelse	Penicillin g	Laboratory
115036	ydelse	Penicillin v	Laboratory
115037	ydelse	Ampicillin	Laboratory
115038	ydelse	Phadiatopscreen	Laboratory
115051	ydelse	Codfish	Laboratory
115058	ydelse	Peanut Ab IgE	Laboratory
115059	ydelse	Hazelnut Ab IgE	Laboratory
115060	ydelse	Brazil nut IgE,P	Laboratory
115061	ydelse	Almond IgE,P	Laboratory
115068	ydelse	Coconut Ab IgE	Laboratory
115080	ydelse	Telephone consultation, social medicine collaboration	Laboratory
115085	ydelse	Gliadin antibody	Laboratory
115100	ydelse	Grey alder	Laboratory
115101	ydelse	Elm	Laboratory
115116	ydelse	Amoxillin	Laboratory
115118	ydelse	Latex	Laboratory
115130	ydelse	Penicillum nota.	Laboratory
115140	ydelse	Gliadin antibody	Laboratory
115147	ydelse	Pumpkin IgE,P	Laboratory
115151	ydelse	Human Anti-D immune	Laboratory
115183	ydelse	V'v.tr.glut	Laboratory
115199	ydelse	Deamidated gliadin	Laboratory
115269	ydelse	Mushrooms	Laboratory
115286	ydelse	Aspergillus fumigatu	Laboratory
115301	ydelse	Wasp venom Ab IgE	Laboratory
115311	ydelse	Horse Chestnut	Laboratory
115489	ydelse	Sponge(mx2) IgE,P	Laboratory
115499	ydelse	Rye inhalation	Laboratory
115503	ydelse	Amylase	Laboratory
115525	ydelse	Birch fig	Laboratory
115541	ydelse	Cladosporium herbaru	Laboratory
115567	ydelse	Allergiscreen,P	Laboratory
116108	ydelse	Chlamydophila pneum	Laboratory
116109	ydelse	Chlamydophila psittacosis	Laboratory
116111	ydelse	Mycoplasma pneumonia	Laboratory
116112	ydelse	Triglyceride Ratio,P	Laboratory
116113	ydelse	Chlam. psittaci ant	Laboratory
116115	ydelse	Streptococcus pneum	Laboratory
116117	ydelse	Legionella-as	Laboratory
116134	ydelse	TPB Standard	Laboratory
116143	ydelse	Chlamydia trachomatous	Laboratory
116148	ydelse	Ureaplasma species	Laboratory
116149	ydelse	E.coli PCR, Persist	Laboratory
116150	ydelse	E.coli PCR, Rejesed	Laboratory
116151	ydelse	Acute gastroent. E.c	Laboratory
116152	ydelse	INR Ratio,P(vB)	Laboratory
116184	ydelse	Neisseria gonorrhoea	Laboratory
116190	ydelse	Gonococci, culture	Laboratory
116194	ydelse	Ureaplasma urealytic	Laboratory
116196	ydelse	Trichomonas,U	Laboratory
116209	ydelse	Mycoplasma hominis	Laboratory
116211	ydelse	Haemoglobin a1c	Laboratory
116215	ydelse	Mycoplasma genitali	Laboratory
116241	ydelse	Neutrophilocyte.	Laboratory
116251	ydelse	Toxoplasma gondii (	Laboratory
116261	ydelse	Lymphocytes	Laboratory
116301	ydelse	IgA-RF in Symmetric	Laboratory
116303	ydelse	Gliadin in Coeliac disease p	Laboratory
116305	ydelse	Endomysium	Laboratory
116307	ydelse	TPO antibody	Laboratory
116325	ydelse	ANCA IIF Screening	Laboratory
116331	ydelse	TSH receptor antist	Laboratory
116338	ydelse	anti-CCP	Laboratory
116351	ydelse	Gliadin antibodies	Laboratory
116406	ydelse	Borrelia burgdorfer	Laboratory
116500	ydelse	Virus respiratory package	Laboratory
116522	ydelse	Adeno-, astro- and r	Laboratory
116525	ydelse	Acute gastroenteritis	Laboratory
116526	ydelse	Persistent diarrhoea	Laboratory
116544	ydelse	HSV 1 and 2 and VZV	Laboratory
116548	ydelse	Rota, adeno and as	Laboratory
116553	ydelse	Tissue Act test kit	Laboratory
116555	ydelse	Hepatitis a virus	Laboratory
116557	ydelse	Epstein barr virus	Laboratory
116560	ydelse	Hepatitis C virus	Laboratory
116585	ydelse	Cytomegalovirus	Laboratory
116596	ydelse	Helicobacter pylori	Laboratory
116707	ydelse	Transglutamininase	Laboratory
116837	ydelse	Cardiolipin Ab	Laboratory
116905	ydelse	Dengue virus antisto	Laboratory
117000	ydelse	HR test Inhalation,B	Laboratory
117001	ydelse	HR test Food,B	Laboratory
117002	ydelse	HR test,Derm,B	Laboratory
117003	ydelse	HR test,Urtic, B	Laboratory
117150	ydelse	S-ALLERG.ISO TDI	Laboratory
117153	ydelse	U-Haemoglobin	Laboratory
117160	ydelse	U-Glucose, quality 2	Laboratory
117166	ydelse	B-Hemoglobin (Fe) 6	Laboratory
117169	ydelse	S-iron Fe 8	Laboratory
117176	ydelse	U-U GLUCOSE,quant	Laboratory
117177	ydelse	B-sedimentation reaction	Laboratory
117179	ydelse	U-Bacteria (Culture) 10	Laboratory
117181	ydelse	S-carbamide (urea)	Laboratory
117184	ydelse	B-Leucoc, fract. 16	Laboratory
117185	ydelse	Erc-Erythroc. MCV 6	Laboratory
117186	ydelse	B-Leukocytes 6	Laboratory
117188	ydelse	B-Thrombocytes 10	Laboratory
117189	ydelse	U-Bacteria (Resi.)20	Laboratory
117204	ydelse	P-LDH, total 16	Laboratory
117205	ydelse	Sp-prot.u/sp quant	Laboratory
117207	ydelse	S-albumin	Laboratory
117208	ydelse	P-transferrin	Laboratory
117209	ydelse	S-TRANSFERRIN	Laboratory
117210	ydelse	S-immunoglob g	Laboratory
117212	ydelse	P-Cholester (total)16	Laboratory
117213	ydelse	fPt Triglyceride 20	Laboratory
117215	ydelse	S-IgM RHEUMAFAKT.	Laboratory
117216	ydelse	P-immune lobe. G 32	Laboratory
117221	ydelse	Erc-Reticulocytes10	Laboratory
117223	ydelse	P-Transferrin 20	Laboratory
117225	ydelse	P-Thyroxine, total 16	Laboratory
117229	ydelse	B-Eosinophilocyte.10	Laboratory
117242	ydelse	Leucocytes,B	Laboratory
117249	ydelse	Thrombocytes	Laboratory
117266	ydelse	Hepatitis a ab	Laboratory
117272	ydelse	Folates	Laboratory
117289	ydelse	Reticulocytes	Laboratory
117298	ydelse	Pt-EKG - 9 afld.  52	Laboratory
117358	ydelse	Antitrypsin	Laboratory
117419	ydelse	P-Progesterone 36	Laboratory
117506	ydelse	P-CRP 44	Laboratory
117507	ydelse	P-Calcium,total 10	Laboratory
117511	ydelse	P-vasopressin	Laboratory
117515	ydelse	P-calcitonin	Laboratory
117518	ydelse	S-C-PEPTID	Laboratory
117520	ydelse	P-Fibrinogen 16	Laboratory
117523	ydelse	P-FSH 32	Laboratory
117525	ydelse	k-Glucose 6	Laboratory
117531	ydelse	P-immunoglob.E(lgE)32	Laboratory
117539	ydelse	P-LH 36	Laboratory
117541	ydelse	S-retinol b prot	Laboratory
117542	ydelse	P-Mononucle.(Mono.)16	Laboratory
117548	ydelse	Amniotic fluid-a-1-FETO	Laboratory
117550	ydelse	P-Protein, fract. 44	Laboratory
117552	ydelse	S-orosomucoid	Laboratory
117553	ydelse	P-RAST, group 42	Laboratory
117560	ydelse	P-coeruloplasmin	Laboratory
117561	ydelse	S-coeruloplasmin	Laboratory
117562	ydelse	P-Triiodt.(FritT3)64	Laboratory
117563	ydelse	P-Triiodine,(T3) 20	Laboratory
117564	ydelse	P-hemopexin	Laboratory
117570	ydelse	U-Amylase(alfa-a.)10	Laboratory
117571	ydelse	S-apo b-100	Laboratory
117572	ydelse	P-lipoprotein, fr.	Laboratory
117573	ydelse	Sp-immunoglob g	Laboratory
117574	ydelse	U-IMMUNGLOB G	Laboratory
117575	ydelse	S-immune globe d	Laboratory
117576	ydelse	P-LYSOZYM	Laboratory
117577	ydelse	P-Sodium 10	Laboratory
117578	ydelse	U-lysozyme	Laboratory
117580	ydelse	Creatinine	Laboratory
117594	ydelse	U-a-1-microglobin	Laboratory
117595	ydelse	Pt-Blood sampling 6	Laboratory
117596	ydelse	P-transcortin	Laboratory
117597	ydelse	S-transcortin	Laboratory
117598	ydelse	Pt-Adm., reply, etc. 14	Laboratory
117628	ydelse	P-Androgen status	Laboratory
117632	ydelse	P-Anti-ds DNA	Laboratory
117691	ydelse	Complement C3	Laboratory
117710	ydelse	P-Estradiol	Laboratory
117737	ydelse	B-Hemoglobin, free.	Laboratory
117740	ydelse	P-HAV antibody	Laboratory
117750	ydelse	P-HIV antibody	Laboratory
117758	ydelse	P-IgM RF	Laboratory
117795	ydelse	P-acth	Laboratory
117802	ydelse	P-ANA	Laboratory
117854	ydelse	S-digitoxin	Laboratory
117858	ydelse	P-Syphilis screen.STS	Laboratory
117892	ydelse	P-Yers. Ent. antist.	Laboratory
117981	ydelse	Epstein barr virus	Laboratory
118010	ydelse	S-MAST-CLA	Laboratory
118024	ydelse	Lamotrigine	Laboratory
118165	ydelse	P/S-METHYLMALO 3	Laboratory
118323	ydelse	P/S-25-OH-D 3	Laboratory
118810	ydelse	Haem i	Laboratory
118811	ydelse	Haem ii	Laboratory
118819	ydelse	Potassium-Sodium	Laboratory
118820	ydelse	Protein(en.elfo)	Laboratory
118826	ydelse	Lactose load.	Laboratory
118830	ydelse	Urine stix	Laboratory
118848	ydelse	Mononucleo. test	Laboratory
118856	ydelse	Hepatitis a virus	Laboratory
118857	ydelse	Hepatitis b virus	Laboratory
118867	ydelse	Helicob.breath test	Laboratory
118880	ydelse	Blood in faeces 3	Laboratory
119990	ydelse	Dispatch fee	Laboratory
119991	ydelse	For attendance in lab.	Laboratory
119992	ydelse	Sample collection at home	Laboratory
119993	ydelse	Submitted samples	Laboratory
119994	ydelse	Sample tag. nursing home	Laboratory
119997	ydelse	Samples brought in	Laboratory
119998	ydelse	pseudo, recpct.trope, for use with the tariff folder	Laboratory
150101	ydelse	Visits	Eye and ear
150161	ydelse	Surcharge for interpreter assistance	Eye and ear
150601	ydelse	1st consultation Allergology	Eye and ear
150602	ydelse	2. Allergology consultation	Eye and ear
150604	ydelse	Allergology telephone consultation	Eye and ear
150661	ydelse	Surcharge for interpreting services Allergology	Eye and ear
151021	ydelse	Glasses frame	Eye and ear
151022	ydelse	Sph. Plan For 4.00	Eye and ear
151025	ydelse	Tor.Pl.-4= 0.12-2.75	Eye and ear
151026	ydelse	T4.25-6.75=0.12-2.75	Eye and ear
151032	ydelse	Sph. 4.25 - 6.75	Eye and ear
152003	ydelse	Examination of the sense of equilibrium by calorimetry	Eye and ear
152006	ydelse	ERA	Eye and ear
152015	ydelse	Streptococcal antigen test	Eye and ear
152016	ydelse	Sleep apnoea monitoring	Eye and ear
152021	ydelse	Ultrasound examination of sinuses	Eye and ear
152024	ydelse	Peripheral vestibular examinations - electronic data processing	Eye and ear
152102	ydelse	Necessary assistance by on-call doctor for surgery	Eye and ear
152601	ydelse	Cutaneous test	Eye and ear
153001	ydelse	Puncture of the maxillary sinus, 1st surgery	Eye and ear
153010	ydelse	Outer eyelid surgery with eyelid splitting	Eye and ear
